Title,Genre,Length
Ang Batang Matulungin,Kwentong Bayan,Long
Ang Amang May Tatlong Anak,Kwentong Bayan,Long
Ang Kuwento ni Lina at ng Luntiang Puno,Kwentong Bayan,Long
Ang Mabait na Pastol at ang Nawawalang Tupa,Kwentong Bayan,Long
Ang Prinsesa at ang Duwende,Kwentong Bayan,Long
Si Kidlat at ang Maharlikang Bangka,Kwentong Bayan,Long
Ang Nawawalang Kabibe,Pabula,Long
Si Langgam at ang Mabait na Langit,Pabula,Long
Ang Alamat ng Mahiwagang Bahaghari,Alamat,Long
Si Palaka at ang Maalamat na Puno,Alamat,Long
Ang Alamat ng Isang Libong Bituin,Alamat,Long
Si Matsing at ang Mahiwagang Sagingan,Pabula,Long
Ang Alamat ng Gintong Paru-paro,Alamat,Long
Si Pagong at ang Isang Araw sa Gubat,Pabula,Long
Ang Alamat ng Munting Gubat,Alamat,Long
Si Langgam at ang Nawawalang Butil,Pabula,Long
Ang Alamat ng Mahabang Ulan,Alamat,Long
Si Palaka at ang Alamat ng Lawa,Alamat,Long
Ang Alamat ng Gintong Palasyo,Alamat,Long
Si Bubuyog at ang Mahiwagang Bulaklak,Pabula,Long
Ang Kabayong Laging Nagmamadali,Pabula,Long
Ang Oso at ang mga Bubuyog,Pabula,Long
Ang Diwata at Ang Kwago,Pabula,Long
Ang Araw at Ang Tandang,Pabula,Long
Ang Mag-Asawang Magsasaka at Ang Baka,Kwentong Bayan,Long
Si Aya at Ang Itim na Pusa,Kwentong Bayan,Long
Ang Haring Ayaw Matulog,Kwentong Bayan,Long
Ang Palaka na Mahilig Gumala,Pabula,Long
Ang Unggoy na Takaw-tingin,Pabula,Long
Ang Reyna at Ang Gansa,Pabula,Long
Ang Sisiw na Nagbibingi-bingihan,Pabula,Long
Ang Tuta na Ayaw Maligo,Pabula,Long
Ang Prinsesa at ang Alitaptap,Pabula,Long
Ang Sorpresa ng Lobo,Pabula,Long
Ang Matandang Uwak at ang Malaking Kesong Puti,Pabula,Long
Ang Elepante at ang Malaking Puno,Pabula,Long
Ang Buwaya at ang Matalinong Isda,Pabula,Long
Ang Makulay na Pakpak ng Paru-paro,Pabula,Long
Ang Kabayo ng Prinsipe,Pabula,Long
Ang Tupa na Ayaw Tumulong,Pabula,Long
Ang Mag-asawang Maya,Pabula,Long
Ang Tatlong Magkakapatid,Kwentong Bayan,Long
"Si Kiko, ang Matulungin na Kuneho",Pabula,Long
Ang Ginintuang Palasyo,Kwentong Bayan,Long
Si Lira at si Maya,Pabula,Long
Ang Magsasakang Masigasig at ang Magsasakang Batugan,Kwentong Bayan,Long
Ang Lihim ng Lumang Gilingan,Kwentong Bayan,Long
Si Ana at ang Kaniyang Magandang Ngiti,Kwentong Bayan,Long
Ang Madaldal na si Berto,Kwentong Bayan,Long
Ang Pakikibaka sa Pang-aabuso sa Paaralan,Kwentong Bayan,Long
Ang Pagbabago ni Marco,Kwentong Bayan,Long
Ang Pasaway na Bata,Kwentong Bayan,Long
Ang Mapanganib na Alok,Kwentong Bayan,Long
Si Allan na Mahilig Maglaro,Kwentong Bayan,Long
Wastong Pangangalaga sa Kalusugan,Kwentong Bayan,Long
Ang Sobrang Pagkain ng Matatamis na Pagkain,Kwentong Bayan,Long
Ang Pangako ni Ryan,Kwentong Bayan,Long
Ang Batang Mahilig Maglaro ng Tubig,Kwentong Bayan,Long
Si Luis at ang Nawawalang Alaga,Kwentong Bayan,Long
Ang Matalinong Aso at ang Maingay na Pabo,Pabula,Long
Ang Alamat ng Makulay na Paruparo,Alamat,Long
Si Matsing at ang Mahiwagang Puno ng Bayabas,Pabula,Long
Ang Alamat ng Dalawang Bundok,Alamat,Long
Si Alitaptap at ang Nawawalang Liwanag,Pabula,Long
Ang Alamat ng Gintong Palasyo sa Ilalim ng Lawa,Alamat,Long
Si Palaka at ang Lihim ng Lawa,Pabula,Long
Ang Alamat ng Saging na Pula,Alamat,Long
Si Pagong at ang Bituing Marikit,Pabula,Long
Ang Alamat ng Munting Isla,Alamat,Long
Si Bubuyog at ang Matamis na Patak ng Pulot,Pabula,Long
Ang Alamat ng Bahagharing Walang Kulay,Alamat,Long
Si Tuko at ang Bato ng Katapangan,Pabula,Long
Ang Alamat ng Bukal ng Kaligayahan,Alamat,Long
Si Alitaptap at ang Mahiwagang Gabi,Pabula,Long
Ang Alamat ng Makisig na Agila,Alamat,Long
Si Matsing at ang Batong Matigas,Pabula,Long
Ang Alamat ng Bundok na Nawawala,Alamat,Long
Si Pagong at ang Dahon ng Saging,Pabula,Long
Ang Alamat ng Gintong Isda,Alamat,Long
Si Uwak at ang Mahiwagang Ulan,Pabula,Long
Ang Musika sa Buhay ng Tao,Kwentong Bayan,Long
Ang Banig ni Nanay,Kwentong Bayan,Long
Batang Imahinasyon,Kwentong Bayan,Long
Ang Kampana sa Simbahan,Kwentong Bayan,Long
Kapatid at Kaibigan,Kwentong Bayan,Long
Si Jawo at Jack,Kwentong Bayan,Long
Ang Dating Pasko,Kwentong Bayan,Long
Bakit Laging Nakasimangot si Mang Ben?,Kwentong Bayan,Long
Bulong ng Hangin,Kwentong Bayan,Long
Nalugmok Man Ako...,Kwentong Bayan,Long
Ang Nagbabagang Araw,Kwentong Bayan,Long
Sa Ilalim ng Pinong Buhangin,Kwentong Bayan,Long
Yakap,Kwentong Bayan,Long
Matamis na Paghihiganti,Kwentong Bayan,Long
Bawat Butil,Kwentong Bayan,Long
Isang Sentimo,Kwentong Bayan,Long
Sa Pagsapit ng Dapit-Hapon,Kwentong Bayan,Long
Pagmamahal sa Gitna ng Kadiliman,Kwentong Bayan,Long
Kaba,Kwentong Bayan,Long
Boses,Kwentong Bayan,Long
Kahalagahan ng Pakikibaka,Kwentong Bayan,Long
Ikaw na Nga,Kwentong Bayan,Long
Swerte,Kwentong Bayan,Long
Dasal ng Bawat Isa,Kwentong Bayan,Long
Ang Pagtakas ng Kwago,Pabula,Long
Kahalagahan ng Ingay Kung Minsan,Kwentong Bayan,Long
Iyak ng Ibong Marikit,Pabula,Long
Sakit sa Gitna ng Kasiyahan,Kwentong Bayan,Long
Pahinga sa mga Yakap Mo,Kwentong Bayan,Long
Pagbangon,Kwentong Bayan,Long
Kisap Mata,Kwentong Bayan,Long
Pusong Bato,Kwentong Bayan,Long
Liwanag sa Dilim,Kwentong Bayan,Long
Ikaw at Ako,Kwentong Bayan,Long
Imposible at Posible,Kwentong Bayan,Long
Ang Baboy at ang Magsasaka,Pabula,Long
Si Juan at ang Nasirang Plorera,Kwentong Bayan,Long
Ang Paglalakbay ni Titik at Kuwago,Pabula,Long
Ang Buwaya at ang Kuneho,Pabula,Long
Ang Babaeng Nagiging Bato,Kwentong Bayan,Long
Ang Pusong Bato na Prinsipe,Kwentong Bayan,Long
Ang Engkantada na Mapagmahal,Kwentong Bayan,Long
Ang Pagsubok ng Pagtitiwala ng Aso at Pusa,Pabula,Long
Ang Matalinong Ibon at ang Mangangaso,Pabula,Long
Ang Palakang Naghahangad Maging Isda,Pabula,Long
Ang mga Multo ng Lumang Bahay,Kwentong Bayan,Long
Ang Prinsesa na Nagiging Pusa sa Gabi,Kwentong Bayan,Long
Ang Ugat ng Pagitan ng Agila at Daga,Pabula,Long
Ang Alitan ng Langgam at Kalabaw,Pabula,Long
Ang mga Engkanto sa Loob ng Gubat,Kwentong Bayan,Long
Ang Munting Paruparo at ang Mapagmataas na Bubuyog,Pabula,Long
Ang Planong Eksperimento ni Nico,Kwentong Bayan,Long
Ang Makalat na si Lino,Kwentong Bayan,Long
Ang Pag-amin ni Pedro,Kwentong Bayan,Long
Ang Mahiwagang Baso,Kwentong Bayan,Long
Ang Paboritong Aso ni Tonton,Kwentong Bayan,Long
Ang Pagtutulungan ng Dalawang Magkaaway,Pabula,Long
Ang Pangarap ni Nita,Kwentong Bayan,Long
Ang Pabango ni Lola,Kwentong Bayan,Long
Ang Mahiwagang Takip,Kwentong Bayan,Long
Ang Mapaghiganting Leon at ang Maawain na Daga,Pabula,Long
Ang Maingay na Ibon at ang Tahimik na Ahas,Pabula,Long
Ang Magkaibang Pananaw ng Pagong at Kuneho,Pabula,Long
Ang Matalinong Ulan at ang Mayabang na Araw,Pabula,Long
Si Riki at si Mimi,Pabula,Long
Si Juan at ang Higanteng Kawayan,Kwentong Bayan,Long
Ang Matalinong Prinsipe ng Karagatan,Kwentong Bayan,Long
Si Amihan at Habagat,Alamat,Long
Ang Kwento ng Tatlong Magkakapatid at ang Mahiwagang Bundok,Kwentong Bayan,Long
Si Siete at ang Pitong Diwata,Kwentong Bayan,Long
Ang Mahikang Sombrero ni Lola Basyang,Kwentong Bayan,Long
Si Tandang at ang Makapangyarihang Palakol,Pabula,Long
Ang Kuwento ng Haring May Mahabang Buhok,Kwentong Bayan,Long
Si Juan Tamad at ang Mahiwagang Buto,Kwentong Bayan,Long
Ang Lihim ng Nakakatakot na Gubat,Kwentong Bayan,Long
Ang Alamat ng Puso ng Isang Bulaklak,Alamat,Long
Si Langgam at ang Mahiwagang Butil ng Asukal,Pabula,Long
Ang Alamat ng Luhang Kristal,Alamat,Long
Si Pagong at ang Mabangis na Buwaya,Pabula,Long
Ang Alamat ng Buwan at ang mga Bituin,Alamat,Long
Ang Ibon at ang Mapang-akit na Kulay,Pabula,Long
Ang Lobo at ang Mabait na Kordero,Pabula,Long
Ang Unggoy at ang Manggagamot,Pabula,Long
Ang Sakitin na Biik,Pabula,Long
Ang Engkantadong Punong Kahoy,Kwentong Bayan,Long
Ang Babaeng Nakatira Malapit sa Talon,Kwentong Bayan,Long
Ang Bubuyog at ang Hardin ng Mangkukulam,Pabula,Long
Ang Itim na Pusa ng Mangkukulam,Pabula,Long
Ang Tigre ng Prinsesa,Kwentong Bayan,Long
Ang Magulong Pamilya ni Agustin,Kwentong Bayan,Long
Ang Magkapatid na Kulit at Likot,Kwentong Bayan,Long
Ang Pag-iyak ng Karagatan,Kwentong Bayan,Long
Ang Bayani ng Basura,Kwentong Bayan,Long
Ang Kagubatan na Pabago-bago ng Anyo,Kwentong Bayan,Long
Ang Pagkakaisa ng mga Kulay,Pabula,Long
Ang Pag-ibig ng Mayaman at Mahirap,Kwentong Bayan,Long
SI Boboy na Mapanginis at ang Kaniyang Pagbabago,Kwentong Bayan,Long
Ang Takot sa Dilim,Kwentong Bayan,Long
Ang Bata na Nag-iisa,Kwentong Bayan,Long
Ang mga Puno na Laging Umiiyak,Pabula,Long
Si Maya at ang Matamis na Pag-awit,Pabula,Long
Ang Alamat ng Kabibe at ang Perlas,Alamat,Long
Si Matsing at ang Nawawalang Puno ng Mangga,Pabula,Long
Ang Alamat ng Matandang Suso,Alamat,Long
Si Bubuyog at ang Mahiwagang Puno ng Langka,Pabula,Long
Ang Alamat ng Maharlikang Kalapati,Alamat,Long
Si Kuneho at ang Mahiwagang Kalabasa,Pabula,Long
Ang Alamat ng Naglalahong Bundok,Alamat,Long
Si Alitaptap at ang Apoy,Pabula,Long
Ang Alamat ng Singsing ng Reyna,Alamat,Long
Si Pagong at ang Alamat ng Mabagal na Ilog,Alamat,Long
Ang Alamat ng Pagsilang ng Araw at Buwan,Alamat,Long
Si Tandang at ang Gintong Palay,Pabula,Long
Ang Alamat ng Diwatang Naglaho,Alamat,Long
Si Langgam at ang Nawawalang Kagubatan,Pabula,Long
Si Juan at ang Mahiwagang Punso,Kwentong Bayan,Long
Ang Magkaibigang Daga at Pusa,Pabula,Long
Si Mariang Mapangarap at ang Engkantadong Gubat,Kwentong Bayan,Long
Ang Kwento ng Matalinong Matsing at Pagong,Pabula,Long
Si Lolo Isko at ang Gintong Itlog,Kwentong Bayan,Long
Kwento ng Perlas sa Singsing,Kwentong Bayan,Long
Sa Likod ng Bawat Tagumpay,Kwentong Bayan,Long
Kwento ng Isang Tapat na Gobyerno,Kwentong Bayan,Long
Sa Saya't Kalungkutan,Kwentong Bayan,Long
Walang Hanggang Pag-iibigan,Kwentong Bayan,Long
Saloobin,Kwentong Bayan,Long
Muling Pagkikita,Kwentong Bayan,Long
Sa Gitna ng Kagipitan,Kwentong Bayan,Long
Ang Aking Paboritong Musikero,Kwentong Bayan,Long
Si Elsa at Pepito,Kwentong Bayan,Long
Si Janice at Patrick,Kwentong Bayan,Long
Paboritong Awitin,Kwentong Bayan,Long
Nang Mahulog,Kwentong Bayan,Long
Tila Panaginip,Kwentong Bayan,Long
Ang Sapatos ng Aking Kaibigan,Kwentong Bayan,Long
Ang Puno ng Saging at ang Munting Diwata,Kwentong Bayan,Long
Si Pedro at ang Ahas na May Pitong Ulo,Pabula,Long
Ang Mahabang Paglalakbay ni Kalabaw at Kabayo,Pabula,Long
Si Aling Rosa at ang Nawawalang Singsing,Kwentong Bayan,Long
Ang Kuwento ng Prinsesang Naging Isang Bulaklak,Alamat,Long
Si Juan at ang Mahiwagang Salakot,Kwentong Bayan,Long
Ang Matalinong Gansa at ang Matabang Pato,Pabula,Long
Si Lakas at ang Malupit na Higante,Pabula,Long
Ang Kwento ng Prinsipeng May Isang Libong Buhok,Alamat,Long
Si Maria at ang Mahiwagang Panyo,Alamat,Long
Ang Alamat ng Magiting na Mandirigma,Alamat,Long
Si Tandang at ang Lihim ng Matandang Bahay,Kwentong Bayan,Long
Ang Kuwento ng Dalawang Prinsipe at ang Enkantadong Gubat,Kwentong Bayan,Long
Si Lola Berta at ang Nawawalang Gintong Kutsara,Kwentong Bayan,Long
Ang Lihim ng Makisig na Agila,Pabula,Long
Ang Pag-aaway ng Isda at Manok,Pabula,Long
Ang Diwata ng Bituin,Alamat,Long
Alamat ng Orasan,Alamat,Long
Ang Diwata ng Kalendaryo,Alamat,Long
Ang Puno at ang Gumamela,Pabula,Long
Ang Pagkakibigan ng Bituin at Buwan,Alamat,Long
Ang Diwata ng Kasiyahan,Alamat,Long
Ang Pag-aaway ng Magkapatid,Kwentong Bayan,Long
Ang Alitan ng Langit at Lupa,Alamat,Long
Ang Kagubatan na Puno ng Musika,Kwentong Bayan,Long
Ang Prinsesa na may Bulawan na Buhok,Kwentong Bayan,Long
Ang Diwata na Nagbibigay ng Kalayaan,Alamat,Long
Ang Bituin na Laging Nakatitig sa Tubig,Kwentong Bayan,Long
Si Jona na Ayaw tumigil sa Pagsasalita,Kwentong Bayan,Long
Ang Kapre na Humiling Maging Tao,Kwentong Bayan,Long
Ang Mahiwagang Susi ng Gubat,Pabula,Long
Ang Alamat ng Nawawalang Prinsesa,Alamat,Long
Si Pagong at ang Lihim na Kayamanan,Pabula,Long
Ang Kabayo at ang Makapangyarihang Bato,Pabula,Long
Ang Alamat ng Bahagharing Tulay,Alamat,Long
Ang Matandang Puno at ang Batang Mandirigma,Pabula,Long
Ang Pag-ibig ng Dalawang Buwan,Kwentong Bayan,Long
Ang Magsasaka at Haring Agila,Pabula,Long
Ang Alamat ng Puting Paru-paro,Alamat,Long
Ang Duwende sa Puno ng Mangga,Kwentong Bayan,Long
Ang Lihim ng Bulaklak na Walang Kulay,Pabula,Long
Ang Ahas at ang Gintong Palasyo,Pabula,Long
Ang Alamat ng Dala-Dalawang Araw,Alamat,Long
Ang Alamat ng Nawawalang Bituin,Alamat,Long
Ang Alamat ng Bundok ng mga Bulakak,Alamat,Long
Ang Tikbalang at ang Nawawalang Prinsipe,Kwentong Bayan,Long
Ang Paglalakbay ni Maraya sa Karagatang Bughaw,Kwentong Bayan,Long
Ang Mahiwagang Tambuli ng Dagat,Kwentong Bayan,Long
Ang Alamat ng Ilog ng Pighati,Alamat,Long
Ang Mahiwagang Gintong Palasyo sa Alapaap,Kwentong Bayan,Long
Gintong Lapis,Kwentong Bayan,Long
Ang Salamin ni Pinsoy,Kwentong Bayan,Long
Alagang Kabibe,Pabula,Long
Ang Porselas ni Betty,Kwentong Bayan,Long
Ang Suklay ni Tatay,Kwentong Bayan,Long
Ang Pamana ni Nanay,Kwentong Bayan,Long
Ang Ipo-ipo at Baha,Kwentong Bayan,Long
Alamat ng Lampin,Alamat,Long
Ang Gintong Itlog sa Kagubatan,Pabula,Long
Ang Makulay na Balahibo ng Aking Manok,Kwentong Bayan,Long
Bawat Umagahan,Kwentong Bayan,Long
Ang Aking Pudpod na Tsinelas,Kwentong Bayan,Long
Ang Antigong Paso,Kwentong Bayan,Long
Ang Pamagat ng Isang Kwento,Kwentong Bayan,Long
Alamat ng Bahay Kubo,Alamat,Long
Ang Simbahan sa Bayan,Kwentong Bayan,Long
Ang Makinang na Plato ni Lola,Kwentong Bayan,Long
Ang Ipis at Salagubang,Pabula,Long
Si Bubuyog at Alitaptap,Pabula,Long
Ginintuang Aral,Kwentong Bayan,Long
Ang Hasyenda ni Nanay Rosa,Kwentong Bayan,Long
Ang Ibon Marikit at si Pagong,Pabula,Long
Baka Sakali,Kwentong Bayan,Long
Ang Halimaw sa Paraiso,Kwentong Bayan,Long
Ang Suwail na Anak,Kwentong Bayan,Long
Ang Ligaw na Damo sa Aming Bakuran,Kwentong Bayan,Long
Ang Gintoong Plato,Kwentong Bayan,Long
Ang Karinderya sa Kanto,Kwentong Bayan,Long
Ang Wais na Daga,Pabula,Long
Langit at Lupa,Kwentong Bayan,Long
Ang Bahay ni Lola,Kwentong Bayan,Long
Ang Bubuyog at Bulaklak,Pabula,Long
Ang Palaka at ang Kuneho sa Hardin,Pabula,Long
Si Ahas at Si Ibon,Pabula,Long
Ang Masipag na Langgam at Bubuyog,Pabula,Long
Ang Tusong Pagong at ang Matapat na Matsing,Pabula,Long
Si Lola Basyang at ang Mahiwagang Alpombra,Kwentong Bayan,Long
Ang Mahiwagang Ilawan,Kwentong Bayan,Long
Si Ana at ang Mahiwagang Punso,Kwentong Bayan,Long
Ang Palaka at Kalapati,Pabula,Long
Si Pagong at si Butiking Tamad,Pabula,Long
Ang Mahiwagang Saging,Kwentong Bayan,Long
Ang Maingay na Palaka at ang Matalinong Kuwago,Pabula,Long
Ang Matapang na Tupa at ang Mabait na Lobo,Pabula,Long
Ang Nawawalang Bato,Kwentong Bayan,Long
Ang Tatlong Kambing na May Takot sa Lobo,Pabula,Long
Ang Malambing na Pusa at ang Mabangis na Aso,Pabula,Long
Ang Tatlong Magkakaibigang Ibon,Pabula,Long
Ang Mahiwagang Bato,Kwentong Bayan,Long
 Ang Nagkakainggitan na Magkapatid,Kwentong Bayan,Long
Ang Matandang May Lihim,Kwentong Bayan,Long
Ang Sikreto ng Lumang Balon,Kwentong Bayan,Long
Ang Tatlong Mangangaso,Kwentong Bayan,Long
Ang Nawawalang Tinig,Kwentong Bayan,Long
Ang Mahiwagang Alitaptap,Kwentong Bayan,Long
Ang Karisma ni Inson,Kwentong Bayan,Long
Si Medyas at Sapatos,Pabula,Long
Ang Munting Bentilador sa Aming Tahanan,Kwentong Bayan,Long
Ang Munting Litrato,Kwentong Bayan,Long
Ang Sasakyan sa Tabing Dagat,Kwentong Bayan,Long
Ang Mga Kandila sa Simbahan,Pabula,Long
Sa Ilalim ng Tulay,Kwentong Bayan,Long
Ang Kwento ng Bawat Manunulat,Kwentong Bayan,Long
Ang Serena,Kwentong Bayan,Long
Ang Munting Tinig ni Ambo,Kwentong Bayan,Long
Bituing Walang Ningning,Kwentong Bayan,Long
Noong Panahon Nila Nanay at Tatay,Kwentong Bayan,Long
Ang Orasan ni Lolo,Kwentong Bayan,Long
Ang Munting Pagkikita sa Aplaya,Kwentong Bayan,Long
Ang Munting Liham,Kwentong Bayan,Long
Pagsasama-sama,Kwentong Bayan,Long
Ang Buhay ni Elepante sa Gubat,Pabula,Long
Sa Lilim ng Puno,Kwentong Bayan,Long
Ang Salbaheng si Isay,Kwentong Bayan,Long
Ang Baunan ni Totoy,Kwentong Bayan,Long
Ibalik ang Dating Kinang,Kwentong Bayan,Long
Ang Balibalita sa Kabilang Baryo,Kwentong Bayan,Long
Sa Paglisan,Kwentong Bayan,Long
Ang Kilusan sa San Simon,Kwentong Bayan,Long
Ang Inyong Lingkod,Kwentong Bayan,Long
Ang Atungal ni Aso,Pabula,Long
Ginintuang Puso,Kwentong Bayan,Long
Ang Bilin ni Nanay,Kwentong Bayan,Long
Bawat Maliliit na Hakbang,Kwentong Bayan,Long
Mala Paraisong Imahinasyon,Kwentong Bayan,Long
Ang Espesyal na Si Kara,Kwentong Bayan,Long
Ang Munting Gagamba sa Kisame,Pabula,Long
Ang Sosyal na Kuneho,Pabula,Long
Una't Huling Pagkikita,Kwentong Bayan,Long
Huling Sayaw,Kwentong Bayan,Long
Ang Alamat ng Manika,Alamat,Short
Ang Kwento ng Tikbalang,Kwentong Bayan,Short
Ang Pangarap ng Diwata,Kwentong Bayan,Short
Bakit Maluwag Ang Balat Ng Baka At Masikip Ang Balat Ng Kalabaw?,Alamat,Short
Ang Matapat na Reyna,Kwentong Bayan,Long
Ang Kwento ng Dalawang Anghel,Kwentong Bayan,Long
Ang Uwak na Nagpanggap,Pabula,Short
Bakit Nagtatago sa Lungga ang Alimango ,Pabula,Short
Gintong Bata sa Puting Kalabasa,Kwentong Bayan,Long
Ang Alamat ng Puting Paru-paro,Alamat,Long
Si Bantay at ang Nawawalang Bituin,Pabula,Long
Ang Batang May Gintong Paa,Kwentong Bayan,Long
Ang Sumpa ng Buwayang Itim,Pabula,Long
Ang Kabayo sa Buwan,Pabula,Long
Ang Bakal na Sibat,Kwentong Bayan,Long
Ang Palayok na Ginto ni Teryo,Kwentong Bayan,Long
Ang Taong Mapagbigay,Kwentong Bayan,Long
Ang Matibay na Bato,Pabula,Long
Ang Mapagkumpitensyang Magkapatid,Kwentong Bayan,Long
Ang Maawaing Mangingisda,Kwentong Bayan,Long
Ang Aral ng Ulan,Kwentong Bayan,Long
Ang Hinanakit ng Pagong,Pabula,Long
Ang Masipag na Kuneho,Pabula,Long
Ang Kaibigan ni Issa,Pabula,Long
Ang Masipag na Mag-aaral,Kwentong Bayan,Long
Ang Pagbabalik ng Pabor,Kwentong Bayan,Long
Kahalagahan ng Pagsunod sa Batas o Patakaran,Kwentong Bayan,Long
Ang Pag-aalaga sa Kalikasan,Kwentong Bayan,Long
Ang Bagong Laruan ni Miko,Kwentong Bayan,Long
Ang Responsibilidad sa Pag-aalaga ng Hayop,Kwentong Bayan,Long
Tila Kaybilis ng Panahon,Kwentong Bayan,Long
Ang Taimtim na Paglalakbay sa Karagatan,Kwentong Bayan,Long
Unang Alaga,Kwentong Bayan,Long
Misteryosong Pamana,Kwentong Bayan,Long
Kapirasong Istorya ni Sibal,Kwentong Bayan,Long
Ang Sulat sa Loob ng Isang Bote,Kwentong Bayan,Long
Tunggalian sa Buong Sansinukob,Kwentong Bayan,Long
Tugtugin sa Tabing Kalsada,Kwentong Bayan,Long
Pangalawang Bitaw,Kwentong Bayan,Long
Bahaging Norte,Kwentong Bayan,Long
Pag-awit sa Minamahal,Kwentong Bayan,Long
Ang Masayahing si Ana,Kwentong Bayan,Long
Sa Kalagitnaan ng Pag-ulan,Kwentong Bayan,Long
Malasakit sa Kapwa,Kwentong Bayan,Long
Mababaw na Kaligayahan,Kwentong Bayan,Long
Sa Kailaliman ng Katotohanan,Kwentong Bayan,Long
Ang Gitla sa Noo ni Lolo,Kwentong Bayan,Long
Sa Dulo ng Bahaghari,Kwentong Bayan,Long
Rason sa Bawat Tanong,Kwentong Bayan,Long
Ang Matakaw na si Unggoy,Pabula,Long
Ang Bakal na Sibat,Kwentong Bayan,Long
Ang Hiwaga ng Sampung Baklad,Kwentong Bayan,Long
Ang Nag-aapoy na Agila,Alamat,Long
Ang Mahika ng Diwata ng Batis,Kwentong Bayan,Long
Ang Alamat ng Nakatagong Yaman,Alamat,Long
Ang Prinsipeng Nahulog sa Bangin,Kwentong Bayan,Long
Ang Kapatid ng Hangin,Alamat,Long
Ang Alamat ng Pagong at Ang Bulalakaw,Alamat,Short
Ang Prinsesa ng Talon,Kwentong Bayan,Short
Ang Mahiwagang Kawayan,Kwentong Bayan,Short
Ang Gintong Lupa ng Nayon,Kwentong Bayan,Short
Ang Digmaan ng Dalawang Kabundukan,Kwentong Bayan,Short
Ang Aso at Ang Lawa,Kwentong Bayan,Short
Ang Alitaptap at ang Kalawakan,Pabula,Short
Ang Dalaga at ang Halimaw sa Gubat,Kwentong Bayan,Short
Ang Sulo ng Katotohanan,Kwentong Bayan,Short
Ang Pag-abot sa Pangarap,Kwentong Bayan,Long
Ang Pamana ni Lolo,Kwentong Bayan,Long
Ang Pagtulog ni Mira,Kwentong Bayan,Long
Ang Pabango ni Clara,Kwentong Bayan,Long
Ang Sikreto ni Ben,Kwentong Bayan,Long
Ang Lihim na Hardin,Kwentong Bayan,Long
Ang Araw ng Bayani,Kwentong Bayan,Long
Ang Hindi Pagbabahagi ni Emma,Kwentong Bayan,Long
Ang Maliit na Papel ni Carlo,Kwentong Bayan,Long
Si Mila at ang Munting Prutas,Kwentong Bayan,Long
Ang Tapat na Kaibigan ni Toni,Kwentong Bayan,Long
Ang Mayabong na Halaman ni Lola Teresita,Kwentong Bayan,Long
Ang Pitaka sa Basura,Kwentong Bayan,Long
Mga Munting Kuwento ni Lolo,Kwentong Bayan,Long
Paghahanda sa Sakuna o Kalamidad,Kwentong Bayan,Long
Ang Sorpresa ni Tito Ben,Kwentong Bayan,Long
Ang Pangingisda ni Rina,Kwentong Bayan,Long
Ang Pangako ni Ella,Kwentong Bayan,Long
Ang Huling Pahina ni Karen,Kwentong Bayan,Long
Ang Hindi Inaasahang Araw,Kwentong Bayan,Long
Ang Regalo ni Tiya Nena,Kwentong Bayan,Long
Itim na Aso,Kwentong Bayan,Long
Kasiyahan sa Pagbibigay,Kwentong Bayan,Long
Ang Pagkukulang ni Inay,Kwentong Bayan,Long
Maliit na Pagsisisi ni Lina,Kwentong Bayan,Long
Ang Lihim ng Batang si Bea,Kwentong Bayan,Long
Ang Nasirang Laruang Sasakyan,Kwentong Bayan,Long
Ang Pagkakaibigan ni Mara at Luna,Kwentong Bayan,Long
Ang Paboritong Libro ni Sara,Kwentong Bayan,Long
Pangarap ni Ramon,Kwentong Bayan,Long
Ang Nawawalang Libro,Kwentong Bayan,Long
Kusang Paglilinis ni Mia,Kwentong Bayan,Long
Regalo ni Lino ,Kwentong Bayan,Long
Ang Malaking Hakbang ni Tito Berto,Kwentong Bayan,Long
Ang Pagtanggap sa Pagkatalo,Kwentong Bayan,Long
Ang Alamat ng Payapang Ilog,Alamat,Short
Ang Hiwaga ng Bahagharing Bulaklak,Kwentong Bayan,Long
Ang Alamat ng Tatlong Singsing,Alamat,Long
Ang Alitaptap at Ang Bituin,Pabula,Short
Ang Pagong at Ang Kalapati,Pabula,Short
Ang Batang Suso at Ang Hunyango,Pabula,Long
Ang Lihim ng Kabundukan,Kwentong Bayan,Long
Ang Mahiwagang Tambol,Kwentong Bayan,Long
Ang Alamat ng Batong Apoy,Alamat,Long
Ang Prinsipeng Naging Ibon,Alamat,Short
Ang Mahiwagang Aso ni Mang Juan,Kwentong Bayan,Long
Ang Alamat ng Kweba ng Mga Tinig,Alamat,Long
Ang Binibining Yelo,Kwentong Bayan,Long
Ang Hiyas ng Buwan,Kwentong Bayan,Long
Ang Alamat ng Hiwagang Bundok,Alamat,Long
Ang Alamat ng Gintong Saging,Alamat,Short
Ang Alamat ng Nag-aalab na Bulalakaw,Alamat,Short
Ang Alamat ng Rosas na Kristal,Alamat,Short
Ang Alamat ng Aso’t Pusa,Alamat,Short
Ang  Alamat ng Gintong Palasyo,Alamat,Short
Ang Alamat ng Dalawang Bundok,Alamat,Short
Ang Alamat ng Nawawalang Diwata,Alamat,Short
Ang Alamat ng Itim na Bulaklak,Alamat,Short
Ang Alamat ng Nag-aapoy na Ahas,Alamat,Short
Ang Alamat ng Nawawalang Prinsipe,Alamat,Short
Ang Alamat ng Puting Kalapati,Alamat,Short
Ang Alamat ng Puno ng Tamis,Alamat,Short
